Admission Date,Company Name,ICB Industry,ICB Super-Sector,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (million GBP)
12/05/1988,SERCO GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"1,591.07"
13/12/2005,SERICA ENERGY PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,548.69
18/05/2018,SERINUS ENERGY PLC,Energy,Energy,Jersey,Europe,AIM ,No,3.55
08/06/1995,SEVERFIELD PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,145.13
12/12/1989,SEVERN TRENT PLC,Utilities,Utilities,United Kingdom,Europe,MAIN MARKET ,No,"7,586.23"
17/05/2010,SHAFTESBURY CAPITAL PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,"2,427.80"
01/02/2005,SHEARWATER GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,8.1
18/12/2017,SHEFA GEMS LTD,Basic Materials,Basic Resources,Israel,Middle East,MAIN MARKET ,Yes,2.91
20/07/2005,SHELL PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,"162,949.16"
12/07/2017,SHERBORNE INVESTORS (GUERNSEY) C LIMITED,,,Guernsey,Europe,MAIN MARKET ,No,335.3
26/02/2016,SHIELD THERAPEUTICS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,29.17
26/01/1972,SHIRES INCOME PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,100.66
23/05/2014,SHOE ZONE PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,AIM ,No,47.38
21/02/2005,SHUKA MINERALS PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,3.1
03/08/2005,SIGMAROC PLC,Industrials,Construction and Materials,United Kingdom,Europe,AIM ,No,813.84
18/05/1989,SIG PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,173.45
28/06/2021,SILVER BULLET DATA SERVICES GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,10.05
20/02/2014,SIMEC ATLANTIS ENERGY LIMITED,Energy,Energy,Singapore,Asia,AIM ,Yes,16.62
04/05/2007,SIRIUS REAL ESTATE LD,Real Estate,Real Estate ,Guernsey,Europe,MAIN MARKET ,No,"1,211.75"
22/07/2021,SIVOTA PLC,Technology,Technology,United Kingdom,Europe,MAIN MARKET ,No,0.38
01/12/2021,SKILLCAST GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,38.02
05/04/2017,SKINBIOTHERAPEUTICS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,40.55
24/05/2005,SLINGSBY (H.C.) PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,3.31
25/03/1973,SMART (J.) & CO. (CONTRACTORS) PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,48.89
15/12/2022,SMARTTECH247 GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,10.7
02/07/2012,SMITH (DS) PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"8,074.67"
23/02/1937,SMITH & NEPHEW PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,"9,023.68"
21/07/1914,SMITHS GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"7,077.82"
30/08/2006,SMITHS NEWS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,151.07
19/10/2018,SMITHSON INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"2,007.54"
20/03/2007,SMURFIT WESTROCK PLC,Industrials,Industrial Goods and Services,Ireland,Europe,MAIN MARKET ,Yes,"22,392.72"
08/08/2017,SOCIAL HOUSING REIT PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,230.57
04/07/2014,SOCIETATEA ENERGETICA ELECTRICA SA,Utilities,Utilities,Romania,Europe,MAIN MARKET ,Yes,-
13/11/2015,SOFTCAT PLC,Technology,Technology,United Kingdom,Europe,MAIN MARKET ,No,"3,205.84"
11/08/2004,SOFTWARE CIRCLE PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,95.57
10/02/2006,SOLGOLD PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,216.08
26/06/1996,SOLID STATE PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,75.08
06/01/2022,SOLVONIS THERAPEUTICS PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,4.25
01/11/2006,SOMERO ENTERPRISE INC.,Industrials,Industrial Goods and Services,United States,North America,AIM ,Yes,156.49
21/04/2008,SORTED GROUP HOLDINGS PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,3.02
31/03/2005,SOSANDAR PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,AIM ,No,16.38
13/07/2006,SOUND ENERGY PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,16.12
26/05/2015,SOUTH32 LIMITED,Basic Materials,Basic Resources,Australia,Pacific,MAIN MARKET ,Yes,"7,616.92"
10/08/2021,SOUTHERN ENERGY CORP.,Energy,Energy,Canada,North America,AIM ,Yes,13.38
14/12/2021,SOVEREIGN METALS LIMITED,Basic Materials,Basic Resources,Australia,Pacific,AIM ,Yes,230.95
31/12/2004,SPACEANDPEOPLE PLC,Consumer Discretionary,Media,United Kingdom,Europe,AIM ,No,1.85
25/07/2011,SPECTRA SYSTEMS CORPORATION,Industrials,Industrial Goods and Services,United States,North America,AIM ,Yes,105.65
29/11/1988,SPECTRIS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"3,002.62"
18/10/1993,SPEEDY HIRE PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,127.01
03/06/2013,SPIRAX GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"5,958.91"
23/07/2014,SPIRE HEALTHCARE GROUP PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,942.44
13/07/1955,SPIRENT COMMUNICATIONS PLC,Telecommunications,Telecommunications,United Kingdom,Europe,MAIN MARKET ,No,"1,069.34"
08/07/2022,SPIRITUS MUNDI PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,1.85
16/10/2017,SPRINGFIELD PROPERTIES PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,108.66
02/11/2005,SRT MARINE SYSTEMS PLC,Telecommunications,Telecommunications,United Kingdom,Europe,AIM ,No,152.42
18/06/1991,SSE PLC,Utilities,Utilities,United Kingdom,Europe,MAIN MARKET ,No,"18,003.63"
15/07/2014,SSP GROUP PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,"1,465.05"
08/12/2004,STAFFLINE GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,27.61
02/02/1970,STANDARD CHARTERED PLC,Financials,Banks,United Kingdom,Europe,MAIN MARKET ,No,"26,363.36"
31/01/2019,STARCREST EDUCATION LIMITED,Financials,Financial Services ,Cayman Islands,North America,MAIN MARKET ,Yes,10.89
31/12/2007,STAR ENERGY GROUP PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,10.87
17/12/2012,STARWOOD EUROPEAN REAL ESTATE FINANCE LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,176.86
11/10/1996,STATE BANK OF INDIA,Financials,Banks,India,Asia,PROFESSIONAL SECURITIES MARKET ,Yes,-
15/03/1996,STEEL AUTHORITY OF INDIA LD,Basic Materials,Basic Resources,India,Asia,PROFESSIONAL SECURITIES MARKET ,Yes,-
04/11/2021,STELRAD GROUP PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,182.11
15/09/2005,STEPPE CEMENT LTD,Industrials,Construction and Materials,Malaysia,Asia,AIM ,Yes,30.66
16/11/2005,STHREE PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,344.04
27/08/1996,ST. JAMES'S PLACE PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"5,733.92"
19/07/2005,STRATEGIC EQUITY CAPITAL PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,145.99
08/06/2011,STRATEGIC MINERALS PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,4.54
05/01/2023,STREAKSAI PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET ,No,4.54
16/02/2022,STRIP TINNING HOLDINGS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,5.92
08/08/2017,STRIX GROUP PLC,Industrials,Industrial Goods and Services,Isle of Man,Europe,AIM ,No,110.56
28/06/2005,STS GLOBAL INCOME & GROWTH TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,297.95
25/03/1973,STV GROUP PLC,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET ,No,93.44
14/07/2004,SUNDA ENERGY PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,15.94
06/06/2005,SUNRISE RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,1.42
21/07/2017,SUPERMARKET INCOME REIT PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,841.21
06/10/1961,S & U PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,204.04
23/03/2020,SUPPLY@ME CAPITAL PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,2.12
01/02/2021,SUPREME PLC,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",United Kingdom,Europe,AIM ,No,204.71
19/01/2018,SURE VENTURES PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,7.75
24/09/2002,SURFACE TRANSFORMS PLC,Consumer Discretionary,Automobiles and Parts,United Kingdom,Europe,AIM ,No,5.34
07/07/1998,SURGICAL INNOVATIONS GROUP PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,4.66
23/12/1996,SUTTON HARBOUR GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,11.79
18/10/2000,SVM UK EMERGING FUND PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,4.66
25/03/2011,SYLVANIA PLATINUM LIMITED,Basic Materials,Basic Resources,Bermuda,North America,AIM ,Yes,123.55
30/11/2001,SYMPHONY ENVIRONMENTAL TECHNOLOGIES PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,7.32
03/08/2007,SYMPHONY INTERNATIONAL HOLDINGS LD,Financials,Financial Services ,British Virgin Islands,North America,MAIN MARKET ,Yes,153.69
26/10/2004,SYNAIRGEN PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,25.97
26/10/2012,SYNCONA LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,591.95
15/01/2002,SYNECTICS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,61.39
16/02/2006,SYNERGIA ENERGY LTD,Energy,Energy,Australia,Pacific,AIM ,Yes,6.01
14/10/1971,SYNTHOMER PLC,Basic Materials,Chemicals,United Kingdom,Europe,MAIN MARKET ,No,256.15
14/01/2013,SYSGROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,14.99
05/12/2006,SYSTEM1 GROUP PLC,Consumer Discretionary,Media,United Kingdom,Europe,AIM ,No,76.13
27/02/2013,T42 IOT TRACKING SOLUTIONS PLC,Technology,Technology,Jersey,Europe,AIM ,No,1.93
18/08/2023,TAN DELTA SYSTEMS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,14.28
27/09/2000,TANDEM GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,8.76
30/12/2003,TANFIELD GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,5.39
07/08/2019,TARGET HEALTHCARE REIT PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,537.75
22/11/2019,TASEKO MINES LIMITED,Basic Materials,Basic Resources,Canada,North America,MAIN MARKET ,Yes,471.9
04/07/2006,TASTY PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,1.68
28/07/2009,TATA POWER COMPANY LIMITED,Utilities,Utilities,India,Asia,ADMISSION TO TRADING ONLY ,Yes,-
27/07/2009,TATA STEEL LIMITED,Basic Materials,Basic Resources,India,Asia,PROFESSIONAL SECURITIES MARKET ,Yes,-
09/12/1938,TATE & LYLE PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,MAIN MARKET ,No,"2,928.70"
06/07/2017,TATTON ASSET MANAGEMENT PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,399.62
13/02/2015,TAVISTOCK INVESTMENTS PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,17.31
27/05/2021,TAYLOR MARITIME INVESTMENTS LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,225.21
07/03/1947,TAYLOR WIMPEY PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET ,No,"4,256.89"
10/08/2016,TBC BANK GROUP PLC,Financials,Banks,United Kingdom,Europe,MAIN MARKET ,No,"1,877.57"
23/05/2018,TEAM17 GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,392.33
02/09/2013,TEAM INTERNET GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,270.7
08/03/2021,TEAM PLC,Financials,Financial Services ,Jersey,Europe,AIM ,No,5.97
17/11/2021,TECHNOLOGY MINERALS PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,2.79
04/04/2014,TEKCAPITAL PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,20.61
20/06/2018,TEKMAR GROUP PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,9.15
14/12/2005,TELECOM EGYPT S.A.E.,Telecommunications,Telecommunications,Egypt,Middle East,MAIN MARKET ,Yes,-
26/07/2000,TELECOM PLUS PLC,Utilities,Utilities,United Kingdom,Europe,MAIN MARKET ,No,"1,329.20"
15/04/1952,TEMPLE BAR INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,801.28
19/06/1989,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,784.57"
22/11/2017,TEN LIFESTYLE GROUP PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,40.22
27/07/2007,TERN PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,8.53
18/11/1999,TERTIARY MINERALS PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,2.04
23/12/1947,TESCO PLC,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",United Kingdom,Europe,MAIN MARKET ,No,"25,078.43"
09/11/2015,TETRAGON FINANCIAL GROUP LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,"1,765.08"
29/07/2008,THALASSA HOLDINGS LIMITED,Real Estate,Real Estate ,British Virgin Islands,North America,MAIN MARKET ,Yes,4.08
25/03/2009,THAMES VENTURES VCT 2 PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,36.75
